Image Index,Correct,Predicted Orig,Predicted Adv,L2 Distance,Linf Distance,Top-5,Top-10,Top-15,Top-20,Top-50
58,deer,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
59,frog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
60,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
61,cat,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
62,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
63,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
64,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
65,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
66,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
67,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
68,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
69,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
70,bird,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
71,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
72,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
73,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
74,airplane,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
75,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
76,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
77,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
78,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
79,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
80,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
81,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
82,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
83,horse,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
84,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
85,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
86,bird,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
87,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
88,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
89,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
90,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
91,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
92,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
93,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
94,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
95,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
96,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
97,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
98,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
99,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
100,deer,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
101,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
102,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
103,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
104,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
105,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
106,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
107,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
108,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
109,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
110,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
111,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
112,frog,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
113,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
114,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
115,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
116,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
117,deer,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
118,bird,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
119,horse,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
120,ship,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
121,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
122,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
123,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
124,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
125,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
126,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
127,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
128,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
129,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
130,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
131,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
132,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
133,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
134,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
135,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
136,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
137,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
138,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
139,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
140,frog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
141,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
142,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
143,cat,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
144,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
145,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
146,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
147,bird,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
148,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
149,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
150,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
151,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
152,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
153,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
154,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
155,dog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
156,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
157,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
158,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
159,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
160,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
161,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
162,frog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
163,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
164,ship,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
165,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
166,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
167,deer,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
168,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
169,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
170,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
171,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
172,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
173,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
174,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
175,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
176,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
177,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
178,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
179,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
180,airplane,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
181,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
182,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
183,bird,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
184,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
185,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
186,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
187,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
188,deer,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
189,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
190,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
191,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
192,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
193,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
194,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
195,bird,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
196,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
197,ship,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
198,horse,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
199,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
200,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
201,automobile,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
202,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
203,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
204,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
205,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
206,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
207,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
208,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
209,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
210,horse,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
211,deer,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
212,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
213,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
214,ship,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
215,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
216,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
217,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
218,ship,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
219,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
220,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
221,frog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
222,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
223,deer,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
224,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
225,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
226,frog,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
227,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
228,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
229,frog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
230,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
231,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
232,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
233,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
234,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
235,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
236,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
237,airplane,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
238,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
239,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
240,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
241,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
242,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
243,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
244,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
245,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
246,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
247,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
248,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
249,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
250,dog,cat,cat,0.008766060695052147,0.0019246265292167664,100.0,100.0,100.0,100.0,100.0
251,cat,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
252,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
253,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
254,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
255,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
256,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
257,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
258,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
259,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
260,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
261,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
262,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
263,horse,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
264,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
265,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
266,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
267,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
268,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
269,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
270,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
271,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
272,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
273,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
274,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
275,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
276,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
277,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
278,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
279,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
280,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
281,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
282,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
283,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
284,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
285,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
286,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
287,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
288,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
289,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
290,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
291,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
292,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
293,truck,truck,truck,0.006608574651181698,0.00166398286819458,100.0,100.0,100.0,100.0,100.0
294,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
295,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
296,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
297,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
298,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
299,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
300,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
301,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
302,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
303,bird,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
304,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
305,automobile,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
306,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
307,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
308,automobile,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
309,frog,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
310,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
311,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
312,ship,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
313,airplane,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
314,deer,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
315,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
316,horse,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
317,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
318,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
319,dog,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
320,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
321,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
322,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
323,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
324,deer,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
325,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
326,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
327,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
328,deer,deer,deer,0.0,0.0,100.0,100.0,100.0,100.0,100.0
329,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
330,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
331,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
332,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
333,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
334,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
335,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
336,cat,cat,cat,0.0,0.0,100.0,100.0,100.0,100.0,100.0
337,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
338,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
339,horse,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
340,bird,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
341,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
342,bird,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
343,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
344,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
345,dog,dog,dog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
346,deer,horse,horse,0.0,0.0,100.0,100.0,100.0,100.0,100.0
347,frog,frog,frog,0.0,0.0,100.0,100.0,100.0,100.0,100.0
348,ship,ship,ship,0.0,0.0,100.0,100.0,100.0,100.0,100.0
