Image Index,Correct,Predicted Orig,Predicted Adv,L2 Distance,Linf Distance,Top-5,Top-10,Top-15,Top-20,Top-50
277,cat,cat,cat,0.5045047998428345,0.15252892673015594,80.0,90.0,93.33333333333333,85.0,94.0
278,deer,deer,cat,0.8012344837188721,0.2349383533000946,60.0,70.0,73.33333333333333,90.0,94.0
279,cat,cat,horse,0.38358667492866516,0.11645668745040894,80.0,100.0,86.66666666666667,90.0,94.0
280,truck,truck,airplane,0.48052388429641724,0.10990177094936371,80.0,80.0,93.33333333333333,85.0,96.0
281,airplane,airplane,airplane,0.0,0.0,100.0,100.0,100.0,100.0,100.0
282,frog,frog,cat,0.3860144019126892,0.07253515720367432,100.0,90.0,93.33333333333333,95.0,90.0
283,automobile,automobile,automobile,0.0,0.0,100.0,100.0,100.0,100.0,100.0
284,airplane,airplane,truck,0.8959342837333679,0.26945772767066956,80.0,80.0,86.66666666666667,85.0,94.0
285,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
286,automobile,automobile,airplane,0.523186206817627,0.18520167469978333,100.0,80.0,80.0,85.0,94.0
287,airplane,airplane,bird,1.1776742935180664,0.2712663412094116,60.0,90.0,80.0,75.0,84.0
288,horse,horse,airplane,0.33191344141960144,0.09773856401443481,80.0,80.0,93.33333333333333,95.0,94.0
289,truck,truck,truck,0.0,0.0,100.0,100.0,100.0,100.0,100.0
290,automobile,automobile,ship,0.5502042174339294,0.19961309432983398,80.0,90.0,86.66666666666667,85.0,94.0
291,bird,bird,bird,0.0,0.0,100.0,100.0,100.0,100.0,100.0
